"","Year","State","type","production","Measures","Avg","Chemical","Materials","Value"
"337",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (TRIFLUMIZOLE = 128879)",37
"338",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  HERBICIDE"," (CARFENTRAZONE-ETHYL = 128712)",6
"339",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  HERBICIDE"," (FLUMIOXAZIN = 129034)",14
"340",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  HERBICIDE"," (OXYFLUORFEN = 111601)",9
"341",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  HERBICIDE"," (PENDIMETHALIN = 108501)",8
"342",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (ABAMECTIN = 122804)",35
"343",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (ACEQUINOCYL = 6329)",32
"344",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (ACETAMIPRID = 99050)",42
"345",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (AZADIRACHTIN = 121701)",25
"346",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (BIFENAZATE = 586)",51
"347",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (BIFENTHRIN = 128825)",58
"348",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (BT KURSTAK ABTS-1857 = 6523)",43
"349",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (BT KURSTAKI ABTS-351 = 6522)",24
"350",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (BT KURSTAKI SA-11 = 6519)",37
"351",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (BT SUB AIZAWAI GC-91 = 6426)",5
"352",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (BURKHOLDERIA A396 CELLS & MEDIA = 6534)",2
"353",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",44
"354",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",19
"355",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (CYANTRANILIPROLE = 90098)",11
"356",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (CYFLUMETOFEN = 138831)",48
"357",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (ETOXAZOLE = 107091)",6
"358",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (FENPROPATHRIN = 127901)",31
"359",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (FENPYROXIMATE = 129131)",9
"360",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (FLONICAMID = 128016)",57
"361",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (FLUPYRADIFURONE = 122304)",34
"362",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (HEXYTHIAZOX = 128849)",24
"363",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (IMIDACLOPRID = 129099)",12
"364",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (MALATHION = 57701)",28
"365",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (METHOXYFENOZIDE = 121027)",37
"366",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (NALED = 34401)",21
"367",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (NEEM OIL = 25006)",9
"368",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (NEEM OIL, CLAR. HYD. = 25007)",18
"369",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (NOVALURON = 124002)",66
"370",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (PIPERONYL BUTOXIDE = 67501)",4
"371",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (PYRETHRINS = 69001)",8
"372",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (PYRIPROXYFEN = 129032)",5
"373",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (SPINETORAM = 110007)",58
"374",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (SPINOSAD = 110003)",15
"375",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (SPIROMESIFEN = 24875)",17
"376",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (SULFOXAFLOR = 5210)",20
"377",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (THIAMETHOXAM = 60109)",24
"378",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  OTHER"," (CHLOROPICRIN = 81501)",49
"379",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  OTHER"," (DICHLOROPROPENE = 29001)",23
"380",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  OTHER"," (FLUTRIAFOL = 128940)",25
"381",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  OTHER"," (IRON PHOSPHATE = 34903)",2
"382",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  OTHER"," (METAM-POTASSIUM = 39002)",3
"383",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  OTHER"," (METAM-SODIUM = 39003)",2
"384",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  OTHER"," (REYNOUTRIA SACHALINE = 55809)",7
"385",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  "," (NITROGEN)",98
"386",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  "," (PHOSPHATE)",49
"387",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  "," (POTASH)",49
"388",2019,"CALIFORNIA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  "," (SULFUR)",30
"389",2019,"CALIFORNIA","","NOT SOLD - PRODUCTION","MEASURED IN CWT"," ","  "," ",20000
"390",2019,"CALIFORNIA","","UTILIZED - PRODUCTION","MEASURED IN CWT"," ","  "," ",20480000
"391",2019,"FLORIDA","","ACRES HARVESTED",""," ","  "," ",9400
"392",2019,"FLORIDA","","ACRES PLANTED",""," ","  "," ",9400
"393",2019,"FLORIDA","","PRODUCTION","MEASURED IN $"," ","  "," ",307200000
"394",2019,"FLORIDA","","PRODUCTION","MEASURED IN CWT"," ","  "," ",2020000
"395",2019,"FLORIDA","","YIELD","MEASURED IN CWT / ACRE"," ","  "," ",215
"396",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",12000
"397",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (CAPTAN = 81301)",146100
"398",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (CYPRODINIL = 288202)",4100
"399",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (FLUDIOXONIL = 71503)",2700
"400",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",10200
"401",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (THIRAM = 79801)",54800
"402",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (ABAMECTIN = 122804)",300
"403",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (ACETAMIPRID = 99050)",200
"404",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (BIFENAZATE = 586)",700
"405",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (BIFENTHRIN = 128825)",300
"406",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",100
"407",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (NOVALURON = 124002)",1000
"408",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (SPINETORAM = 110007)",600
"409",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (THIAMETHOXAM = 60109)",100
"410",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  "," (NITROGEN)",320000
"411",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  "," (PHOSPHATE)",86000
"412",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  "," (POTASH)",389000
"413",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",0.858
"414",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (CAPTAN = 81301)",2.098
"415",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (CYPRODINIL = 288202)",0.313
"416",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (FLUDIOXONIL = 71503)",0.206
"417",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",1.34
"418",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  FUNGICIDE"," (THIRAM = 79801)",2.036
"419",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (ABAMECTIN = 122804)",0.045
"420",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (ACETAMIPRID = 99050)",0.099
"421",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (BIFENAZATE = 586)",0.141
"422",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (BIFENTHRIN = 128825)",0.05
"423",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",0.058
"424",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (NOVALURON = 124002)",0.065
"425",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (SPINETORAM = 110007)",0.063
"426",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  INSECTICIDE"," (THIAMETHOXAM = 60109)",0.054
"427",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  "," (NITROGEN)",1
"428",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  "," (PHOSPHATE)",1
"429",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION"," AVG","  "," (POTASH)",2
"430",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",4.123
"431",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (CAPTAN = 81301)",16.856
"432",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (CYPRODINIL = 288202)",0.642
"433",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (FLUDIOXONIL = 71503)",0.428
"434",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",4.888
"435",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  FUNGICIDE"," (THIRAM = 79801)",10.166
"436",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (ABAMECTIN = 122804)",0.184
"437",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (ACETAMIPRID = 99050)",0.127
"438",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (BIFENAZATE = 586)",0.663
"439",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (BIFENTHRIN = 128825)",0.077
"440",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",0.067
"441",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (NOVALURON = 124002)",0.212
"442",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (SPINETORAM = 110007)",0.116
"443",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  INSECTICIDE"," (THIAMETHOXAM = 60109)",0.095
"444",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (NITROGEN)",39
"445",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (PHOSPHATE)",17
"446",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN LB / ACRE / YEAR"," AVG","  "," (POTASH)",43
"447",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",4.8
"448",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (CAPTAN = 81301)",8
"449",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (CYPRODINIL = 288202)",2.1
"450",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (FLUDIOXONIL = 71503)",2.1
"451",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",3.6
"452",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  FUNGICIDE"," (THIRAM = 79801)",5
"453",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (ABAMECTIN = 122804)",4.1
"454",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (ACETAMIPRID = 99050)",1.3
"455",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (BIFENAZATE = 586)",4.7
"456",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (BIFENTHRIN = 128825)",1.5
"457",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",1.2
"458",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (NOVALURON = 124002)",3.2
"459",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (SPINETORAM = 110007)",1.8
"460",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  INSECTICIDE"," (THIAMETHOXAM = 60109)",1.8
"461",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  "," (NITROGEN)",28.7
"462",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  "," (PHOSPHATE)",18.6
"463",2019,"FLORIDA"," BEARING ","APPLICATIONS","MEASURED IN NUMBER"," AVG","  "," (POTASH)",25.2
"464",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",29
"465",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (CAPTAN = 81301)",88
"466",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (CYPRODINIL = 288202)",64
"467",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (FLUDIOXONIL = 71503)",64
"468",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",21
"469",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  FUNGICIDE"," (THIRAM = 79801)",54
"470",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (ABAMECTIN = 122804)",18
"471",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (ACETAMIPRID = 99050)",13
"472",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (BIFENAZATE = 586)",11
"473",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (BIFENTHRIN = 128825)",35
"474",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)",16
"475",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (NOVALURON = 124002)",46
"476",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (SPINETORAM = 110007)",55
"477",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  INSECTICIDE"," (THIAMETHOXAM = 60109)",16
"478",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  "," (NITROGEN)",83
"479",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  "," (PHOSPHATE)",52
"480",2019,"FLORIDA"," BEARING ","TREATED","MEASURED IN PCT OF AREA BEARING"," AVG","  "," (POTASH)",91
"481",2019,"FLORIDA","","NOT SOLD - PRODUCTION","MEASURED IN CWT"," ","  "," ",0
"482",2019,"FLORIDA","","UTILIZED - PRODUCTION","MEASURED IN CWT"," ","  "," ",2020000
"483",2019,"OTHER STATES","","FRESH MARKET - PRODUCTION","MEASURED IN $"," ","  "," ",2265910000
"484",2019,"OTHER STATES","","FRESH MARKET  UTILIZED - PRODUCTION","MEASURED IN CWT"," ","  "," ",17530000
"485",2019,"OTHER STATES","","PROCESSING - PRODUCTION","MEASURED IN $"," ","  "," ",262610000
"486",2019,"OTHER STATES","","PROCESSING  UTILIZED - PRODUCTION","MEASURED IN CWT"," ","  "," ",4970000
"487",2018,"CALIFORNIA","","ACRES HARVESTED",""," ","  "," ",35300
"488",2018,"CALIFORNIA","","ACRES PLANTED",""," ","  "," ",35300
"489",2018,"CALIFORNIA","","PRODUCTION","MEASURED IN $"," ","  "," ",2086077000
"490",2018,"CALIFORNIA","","PRODUCTION","MEASURED IN CWT"," ","  "," ",23298000
"491",2018,"CALIFORNIA","","YIELD","MEASURED IN CWT / ACRE"," ","  "," ",660
"492",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (AZOXYSTROBIN = 128810)",1100
"493",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (BOSCALID = 128008)",1800
"494",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (CAPTAN = 81301)",94800
"495",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (CYFLUFENAMID = 555550)",100
"496",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (CYPRODINIL = 288202)",4900
"497",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (FENHEXAMID = 90209)",3100
"498",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (FLUDIOXONIL = 71503)",3300
"499",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (FLUOPYRAM = 80302)",1600
"500",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (FLUXAPYROXAD = 138009)",1100
"501",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (MEFENOXAM = 113502)",2000
"502",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (MYCLOBUTANIL = 128857)",1100
"503",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (PENTHIOPYRAD = 90112)",2900
"504",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)",300
"505",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (POTASSIUM BICARBON. = 73508)",15200
"506",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (PROPICONAZOLE = 122101)",1000
"507",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (PYRACLOSTROBIN = 99100)",2300
"508",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (PYRIMETHANIL = 288201)",2800
"509",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (QUINOLINE = 55459)",900
"510",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (SULFUR = 77501)",298200
"511",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (TETRACONAZOLE = 120603)",400
"512",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (THIOPHANATE-METHYL = 102001)",1100
"513",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (THIRAM = 79801)",20100
"514",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (TRIFLOXYSTROBIN = 129112)",2000
"515",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  FUNGICIDE"," (TRIFLUMIZOLE = 128879)",1900
"516",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  HERBICIDE"," (FLUMIOXAZIN = 129034)",100
"517",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  HERBICIDE"," (OXYFLUORFEN = 111601)",800
"518",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  HERBICIDE"," (PENDIMETHALIN = 108501)",2700
"519",2018,"CALIFORNIA"," BEARING ","APPLICATIONS","MEASURED IN LB"," ","  INSECTICIDE"," (ABAMECTIN = 122804)",200
